[OK] train/episode_000001 | steps 49 -> 48 | success=True
[OK] train/episode_000556 | steps 49 -> 48 | success=True
[OK] train/episode_000557 | steps 49 -> 48 | success=True
[OK] train/episode_000558 | steps 49 -> 48 | success=True
[OK] train/episode_000559 | steps 49 -> 48 | success=True
[OK] train/episode_000560 | steps 49 -> 48 | success=True
[OK] train/episode_000561 | steps 49 -> 48 | success=True
[OK] train/episode_000562 | steps 49 -> 48 | success=True
[OK] train/episode_000563 | steps 49 -> 48 | success=True
[OK] train/episode_000564 | steps 49 -> 48 | success=True
[OK] train/episode_000565 | steps 49 -> 48 | success=True
[OK] train/episode_000566 | steps 49 -> 48 | success=True
[OK] train/episode_000567 | steps 49 -> 48 | success=True
[OK] train/episode_000568 | steps 49 -> 48 | success=True
[OK] train/episode_000569 | steps 49 -> 48 | success=True
[OK] train/episode_000570 | steps 49 -> 48 | success=True
[OK] train/episode_000571 | steps 49 -> 48 | success=True
[OK] train/episode_000572 | steps 49 -> 48 | success=True
[OK] train/episode_000573 | steps 49 -> 48 | success=True
[OK] train/episode_000574 | steps 49 -> 48 | success=True
[OK] train/episode_000575 | steps 49 -> 48 | success=True
[OK] train/episode_000576 | steps 49 -> 48 | success=True
[OK] train/episode_000577 | steps 49 -> 48 | success=True
[OK] train/episode_000578 | steps 49 -> 48 | success=True
[OK] train/episode_000579 | steps 49 -> 48 | success=True
[OK] train/episode_000580 | steps 49 -> 48 | success=True
[OK] train/episode_000581 | steps 49 -> 48 | success=True
[OK] train/episode_000582 | steps 49 -> 47 | success=True
[OK] train/episode_000583 | steps 49 -> 48 | success=True
[OK] train/episode_000584 | steps 49 -> 47 | success=True
[OK] train/episode_000585 | steps 49 -> 48 | success=True
[OK] train/episode_000586 | steps 49 -> 48 | success=True
[OK] train/episode_000587 | steps 49 -> 48 | success=True
[OK] train/episode_000588 | steps 49 -> 48 | success=True
[OK] train/episode_000589 | steps 49 -> 49 | success=True
[OK] train/episode_000590 | steps 49 -> 48 | success=True
[OK] train/episode_000591 | steps 49 -> 48 | success=True
[OK] train/episode_000592 | steps 49 -> 47 | success=True
[OK] train/episode_000597 | steps 49 -> 48 | success=True
[OK] train/episode_000598 | steps 49 -> 48 | success=True
[OK] train/episode_000599 | steps 49 -> 48 | success=True
[OK] train/episode_000600 | steps 49 -> 47 | success=True
[OK] train/episode_000601 | steps 49 -> 48 | success=True
[OK] train/episode_000602 | steps 49 -> 48 | success=True
[OK] train/episode_000603 | steps 49 -> 48 | success=True
[OK] train/episode_000604 | steps 49 -> 48 | success=True
[OK] train/episode_000605 | steps 49 -> 48 | success=True
[OK] train/episode_000606 | steps 49 -> 48 | success=True
[OK] train/episode_000607 | steps 49 -> 48 | success=True
[OK] train/episode_000608 | steps 49 -> 48 | success=True
[OK] train/episode_000609 | steps 49 -> 48 | success=True
[OK] train/episode_000610 | steps 49 -> 49 | success=True
[OK] train/episode_000611 | steps 49 -> 48 | success=True
[OK] train/episode_000612 | steps 49 -> 47 | success=True
[OK] train/episode_000613 | steps 49 -> 48 | success=True
[OK] train/episode_000614 | steps 49 -> 48 | success=True
[OK] train/episode_000615 | steps 49 -> 48 | success=True
[OK] train/episode_000616 | steps 49 -> 48 | success=True
[OK] train/episode_000617 | steps 49 -> 48 | success=True
[OK] train/episode_000618 | steps 49 -> 48 | success=True
[OK] train/episode_000619 | steps 49 -> 48 | success=True
[OK] train/episode_000620 | steps 49 -> 48 | success=True
[OK] train/episode_000621 | steps 49 -> 48 | success=True
[OK] train/episode_000622 | steps 49 -> 49 | success=True
[OK] train/episode_000623 | steps 49 -> 48 | success=True
[OK] train/episode_000624 | steps 49 -> 48 | success=True
[OK] train/episode_000629 | steps 49 -> 48 | success=True
[OK] train/episode_000630 | steps 49 -> 48 | success=True
[OK] train/episode_000631 | steps 49 -> 48 | success=True
[OK] train/episode_000632 | steps 49 -> 48 | success=True
[OK] train/episode_000633 | steps 49 -> 48 | success=True
[OK] train/episode_000634 | steps 49 -> 47 | success=True
[OK] train/episode_000635 | steps 49 -> 48 | success=True
[OK] train/episode_000636 | steps 49 -> 48 | success=True
[OK] train/episode_000637 | steps 49 -> 48 | success=True
[OK] train/episode_000638 | steps 49 -> 48 | success=True
[OK] train/episode_000639 | steps 49 -> 48 | success=True
[OK] train/episode_000640 | steps 49 -> 48 | success=True
[OK] train/episode_000641 | steps 49 -> 48 | success=True
[OK] train/episode_000642 | steps 49 -> 48 | success=True
[OK] train/episode_000643 | steps 49 -> 48 | success=True
[OK] train/episode_000644 | steps 49 -> 48 | success=True
[OK] train/episode_000645 | steps 49 -> 47 | success=True
[OK] train/episode_000646 | steps 49 -> 48 | success=True
[OK] train/episode_000647 | steps 49 -> 48 | success=True
[OK] train/episode_000648 | steps 49 -> 48 | success=True
[OK] train/episode_000649 | steps 49 -> 48 | success=True
[OK] train/episode_000650 | steps 49 -> 48 | success=True
[OK] train/episode_000651 | steps 49 -> 48 | success=True
[OK] train/episode_000652 | steps 49 -> 48 | success=True
[OK] train/episode_000653 | steps 49 -> 48 | success=True
[OK] train/episode_000654 | steps 49 -> 47 | success=True
[OK] train/episode_000655 | steps 49 -> 48 | success=True
[OK] train/episode_000656 | steps 49 -> 48 | success=True
[OK] train/episode_000657 | steps 49 -> 48 | success=True
[OK] train/episode_000658 | steps 49 -> 48 | success=True
[OK] train/episode_000659 | steps 49 -> 47 | success=True
[OK] train/episode_000660 | steps 49 -> 48 | success=True
[OK] train/episode_000661 | steps 49 -> 48 | success=True
[OK] train/episode_000662 | steps 49 -> 48 | success=True
[OK] train/episode_000663 | steps 49 -> 48 | success=True
[OK] train/episode_000664 | steps 49 -> 48 | success=True
[OK] train/episode_000665 | steps 49 -> 48 | success=True
[OK] train/episode_000666 | steps 49 -> 48 | success=True
[OK] train/episode_000667 | steps 49 -> 48 | success=True
[OK] train/episode_000668 | steps 49 -> 48 | success=True
[OK] train/episode_000669 | steps 49 -> 48 | success=True
[OK] train/episode_000670 | steps 49 -> 48 | success=True
[OK] train/episode_000671 | steps 49 -> 48 | success=True
[OK] train/episode_000672 | steps 49 -> 48 | success=True
[OK] train/episode_000673 | steps 49 -> 48 | success=True
[OK] train/episode_000674 | steps 49 -> 48 | success=True
[OK] train/episode_000675 | steps 49 -> 48 | success=True
[OK] train/episode_000676 | steps 49 -> 48 | success=True
[OK] train/episode_000677 | steps 49 -> 48 | success=True
[OK] train/episode_000678 | steps 49 -> 47 | success=True
[OK] train/episode_000679 | steps 49 -> 48 | success=True
[OK] train/episode_000680 | steps 49 -> 49 | success=True
[OK] train/episode_000681 | steps 49 -> 48 | success=True
[OK] train/episode_000682 | steps 49 -> 48 | success=True
[OK] train/episode_000683 | steps 49 -> 48 | success=True
[OK] train/episode_000684 | steps 49 -> 48 | success=True
[OK] train/episode_000685 | steps 49 -> 48 | success=True
[OK] train/episode_000686 | steps 49 -> 48 | success=True
[OK] train/episode_000687 | steps 49 -> 48 | success=True
[OK] train/episode_000688 | steps 49 -> 48 | success=True
[OK] train/episode_000689 | steps 49 -> 48 | success=True
[OK] train/episode_000690 | steps 49 -> 48 | success=True
[OK] train/episode_000691 | steps 49 -> 48 | success=True
[OK] train/episode_000692 | steps 49 -> 48 | success=True
[OK] train/episode_000693 | steps 49 -> 49 | success=True
[OK] train/episode_000694 | steps 49 -> 48 | success=True
[OK] train/episode_000695 | steps 49 -> 48 | success=True
[OK] train/episode_000696 | steps 49 -> 48 | success=True
[OK] train/episode_000697 | steps 49 -> 48 | success=True
[OK] train/episode_000698 | steps 49 -> 48 | success=True
[OK] train/episode_000699 | steps 49 -> 48 | success=True
[OK] train/episode_000700 | steps 49 -> 48 | success=True
[OK] train/episode_000701 | steps 49 -> 48 | success=True
[OK] train/episode_000702 | steps 49 -> 48 | success=True
[OK] train/episode_000703 | steps 49 -> 48 | success=True
[OK] train/episode_000704 | steps 49 -> 48 | success=True
[OK] train/episode_000705 | steps 49 -> 48 | success=True
[OK] train/episode_000706 | steps 49 -> 48 | success=True
[OK] train/episode_000707 | steps 49 -> 48 | success=True
[OK] train/episode_000708 | steps 49 -> 48 | success=True
[OK] train/episode_000709 | steps 49 -> 48 | success=True
[OK] train/episode_000710 | steps 49 -> 47 | success=True
[OK] train/episode_000711 | steps 49 -> 48 | success=True
[OK] train/episode_000712 | steps 49 -> 48 | success=True
[OK] train/episode_000713 | steps 49 -> 47 | success=True
[OK] train/episode_000714 | steps 49 -> 48 | success=True
[OK] train/episode_000715 | steps 49 -> 48 | success=True
[OK] train/episode_000716 | steps 49 -> 48 | success=True
[OK] train/episode_000717 | steps 49 -> 48 | success=True
[OK] train/episode_000718 | steps 49 -> 48 | success=True
[OK] train/episode_000719 | steps 49 -> 48 | success=True
[OK] train/episode_000720 | steps 49 -> 48 | success=True
[OK] train/episode_000721 | steps 49 -> 48 | success=True
[OK] train/episode_000722 | steps 49 -> 48 | success=True
[OK] train/episode_000723 | steps 49 -> 48 | success=True
[OK] train/episode_000724 | steps 49 -> 48 | success=True
[OK] train/episode_000725 | steps 49 -> 48 | success=True
[OK] train/episode_000726 | steps 49 -> 48 | success=True
[OK] train/episode_000727 | steps 49 -> 48 | success=True
[OK] train/episode_000728 | steps 49 -> 47 | success=True
[OK] train/episode_000729 | steps 49 -> 48 | success=True
[OK] train/episode_000730 | steps 49 -> 48 | success=True
[OK] train/episode_000731 | steps 49 -> 48 | success=True
[OK] train/episode_000732 | steps 49 -> 48 | success=True
[OK] train/episode_000733 | steps 49 -> 47 | success=True
[OK] train/episode_000734 | steps 49 -> 48 | success=True
[OK] train/episode_000735 | steps 49 -> 48 | success=True
[OK] train/episode_000736 | steps 49 -> 48 | success=True
[OK] train/episode_000741 | steps 49 -> 48 | success=True
[OK] train/episode_000742 | steps 49 -> 48 | success=True
[OK] train/episode_000743 | steps 49 -> 48 | success=True
[OK] train/episode_000744 | steps 49 -> 48 | success=True
[OK] train/episode_000745 | steps 49 -> 48 | success=True
[OK] train/episode_000746 | steps 49 -> 48 | success=True
[OK] train/episode_000747 | steps 49 -> 48 | success=True
[OK] train/episode_000748 | steps 49 -> 48 | success=True
[OK] train/episode_000749 | steps 49 -> 48 | success=True
[OK] train/episode_000750 | steps 49 -> 48 | success=True
[OK] train/episode_000751 | steps 49 -> 48 | success=True
[OK] train/episode_000752 | steps 49 -> 48 | success=True
[OK] train/episode_000753 | steps 49 -> 47 | success=True
[OK] train/episode_000754 | steps 49 -> 48 | success=True
[OK] train/episode_000755 | steps 49 -> 48 | success=True
[OK] train/episode_000756 | steps 49 -> 48 | success=True
[OK] train/episode_000757 | steps 49 -> 48 | success=True
[OK] train/episode_000758 | steps 49 -> 48 | success=True
[OK] train/episode_000759 | steps 49 -> 48 | success=True
[OK] train/episode_000760 | steps 49 -> 48 | success=True
[OK] train/episode_000761 | steps 49 -> 48 | success=True
[OK] train/episode_000762 | steps 49 -> 48 | success=True
[OK] train/episode_000763 | steps 49 -> 48 | success=True
[OK] train/episode_000764 | steps 49 -> 48 | success=True
[OK] train/episode_000765 | steps 49 -> 48 | success=True
[OK] train/episode_000766 | steps 49 -> 48 | success=True
[OK] train/episode_000767 | steps 49 -> 48 | success=True
[OK] train/episode_000768 | steps 49 -> 48 | success=True
[OK] train/episode_000769 | steps 49 -> 48 | success=True
[OK] train/episode_000770 | steps 49 -> 48 | success=True
[OK] train/episode_000771 | steps 49 -> 47 | success=True
[OK] train/episode_000772 | steps 49 -> 48 | success=True
[OK] train/episode_000773 | steps 49 -> 48 | success=True
[OK] train/episode_000774 | steps 49 -> 48 | success=True
[OK] train/episode_000775 | steps 49 -> 48 | success=True
[OK] train/episode_000776 | steps 49 -> 48 | success=True
[OK] train/episode_000777 | steps 49 -> 48 | success=True
[OK] train/episode_000778 | steps 49 -> 48 | success=True
[OK] train/episode_000779 | steps 49 -> 48 | success=True
[OK] train/episode_000780 | steps 49 -> 49 | success=True
[OK] train/episode_000781 | steps 49 -> 48 | success=True
[OK] train/episode_000782 | steps 49 -> 48 | success=True
[OK] train/episode_000783 | steps 49 -> 47 | success=True
[OK] train/episode_000784 | steps 49 -> 48 | success=True
[OK] train/episode_000785 | steps 49 -> 48 | success=True
[OK] train/episode_000786 | steps 49 -> 48 | success=True
[OK] train/episode_000787 | steps 49 -> 48 | success=True
[OK] train/episode_000788 | steps 49 -> 48 | success=True
[OK] train/episode_000789 | steps 49 -> 48 | success=True
[OK] train/episode_000790 | steps 49 -> 48 | success=True
[OK] train/episode_000791 | steps 49 -> 48 | success=True
[OK] train/episode_000792 | steps 49 -> 48 | success=True
[OK] train/episode_000793 | steps 49 -> 48 | success=True
[OK] train/episode_000794 | steps 49 -> 48 | success=True
[OK] train/episode_000795 | steps 49 -> 48 | success=True
[OK] train/episode_000796 | steps 49 -> 48 | success=True
[OK] train/episode_000797 | steps 49 -> 48 | success=True
[OK] train/episode_000798 | steps 49 -> 48 | success=True
[OK] train/episode_000799 | steps 49 -> 48 | success=True
[OK] train/episode_000800 | steps 49 -> 48 | success=True
[OK] train/episode_000801 | steps 49 -> 48 | success=True
[OK] train/episode_000802 | steps 49 -> 48 | success=True
[OK] train/episode_000803 | steps 49 -> 48 | success=True
[OK] train/episode_000804 | steps 49 -> 48 | success=True
[OK] train/episode_000809 | steps 49 -> 48 | success=True
[OK] train/episode_000810 | steps 49 -> 48 | success=True
[OK] train/episode_000811 | steps 49 -> 48 | success=True
[OK] train/episode_000812 | steps 49 -> 48 | success=True
[OK] train/episode_000813 | steps 49 -> 48 | success=True
[OK] train/episode_000814 | steps 49 -> 48 | success=True
[OK] train/episode_000815 | steps 49 -> 48 | success=True
[OK] train/episode_000816 | steps 49 -> 48 | success=True
[OK] train/episode_000817 | steps 49 -> 48 | success=True
[OK] train/episode_000818 | steps 49 -> 48 | success=True
[OK] train/episode_000819 | steps 49 -> 48 | success=True
[OK] train/episode_000820 | steps 49 -> 48 | success=True
[OK] train/episode_000825 | steps 49 -> 48 | success=True
[OK] train/episode_000826 | steps 49 -> 48 | success=True
[OK] train/episode_000827 | steps 49 -> 48 | success=True
[OK] train/episode_000828 | steps 49 -> 48 | success=True
[OK] train/episode_000829 | steps 49 -> 48 | success=True
[OK] train/episode_000830 | steps 49 -> 48 | success=True
[OK] train/episode_000831 | steps 49 -> 48 | success=True
[OK] train/episode_000832 | steps 49 -> 48 | success=True
[OK] train/episode_000833 | steps 49 -> 48 | success=True
[OK] train/episode_000834 | steps 49 -> 48 | success=True
[OK] train/episode_000835 | steps 49 -> 48 | success=True
[OK] train/episode_000836 | steps 49 -> 48 | success=True
[OK] train/episode_000837 | steps 49 -> 48 | success=True
[OK] train/episode_000838 | steps 49 -> 48 | success=True
[OK] train/episode_000839 | steps 49 -> 48 | success=True
[OK] train/episode_000840 | steps 49 -> 48 | success=True
[OK] train/episode_000841 | steps 49 -> 48 | success=True
[OK] train/episode_000842 | steps 49 -> 48 | success=True
[OK] train/episode_000843 | steps 49 -> 48 | success=True
[OK] train/episode_000844 | steps 49 -> 48 | success=True
[OK] train/episode_000845 | steps 49 -> 48 | success=True
[OK] train/episode_000846 | steps 49 -> 48 | success=True
[OK] train/episode_000847 | steps 49 -> 47 | success=True
[OK] train/episode_000848 | steps 49 -> 48 | success=True
[OK] train/episode_000849 | steps 49 -> 48 | success=True
[OK] train/episode_000850 | steps 49 -> 48 | success=True
[OK] train/episode_000851 | steps 49 -> 48 | success=True
[OK] train/episode_000852 | steps 49 -> 48 | success=True
[OK] train/episode_000853 | steps 49 -> 48 | success=True
[OK] train/episode_000854 | steps 49 -> 48 | success=True
[OK] train/episode_000855 | steps 49 -> 48 | success=True
[OK] train/episode_000856 | steps 49 -> 48 | success=True
[OK] train/episode_000857 | steps 49 -> 48 | success=True
[OK] train/episode_000858 | steps 49 -> 48 | success=True
[OK] train/episode_000859 | steps 49 -> 48 | success=True
[OK] train/episode_000860 | steps 49 -> 48 | success=True
[OK] train/episode_000865 | steps 49 -> 48 | success=True
[OK] train/episode_000866 | steps 49 -> 48 | success=True
[OK] train/episode_000867 | steps 49 -> 48 | success=True
[OK] train/episode_000868 | steps 49 -> 48 | success=True
[OK] train/episode_000869 | steps 49 -> 48 | success=True
[OK] train/episode_000870 | steps 49 -> 48 | success=True
[OK] train/episode_000871 | steps 49 -> 48 | success=True
[OK] train/episode_000872 | steps 49 -> 48 | success=True
[OK] train/episode_000873 | steps 49 -> 48 | success=True
[OK] train/episode_000874 | steps 49 -> 48 | success=True
[OK] train/episode_000875 | steps 49 -> 48 | success=True
[OK] train/episode_000876 | steps 49 -> 48 | success=True
[OK] train/episode_000881 | steps 49 -> 48 | success=True
[OK] train/episode_000882 | steps 49 -> 48 | success=True
[OK] train/episode_000883 | steps 49 -> 48 | success=True
[OK] train/episode_000884 | steps 49 -> 48 | success=True
[OK] train/episode_000889 | steps 49 -> 48 | success=True
[OK] train/episode_000890 | steps 49 -> 48 | success=True
[OK] train/episode_000891 | steps 49 -> 48 | success=True
[OK] train/episode_000892 | steps 49 -> 48 | success=True
[OK] train/episode_000897 | steps 49 -> 48 | success=True
[OK] train/episode_000898 | steps 49 -> 48 | success=True
[OK] train/episode_000899 | steps 49 -> 48 | success=True
[OK] train/episode_000900 | steps 49 -> 48 | success=True
[OK] train/episode_000901 | steps 49 -> 48 | success=True
[OK] train/episode_000902 | steps 49 -> 48 | success=True
[OK] train/episode_000903 | steps 49 -> 48 | success=True
[OK] train/episode_000904 | steps 49 -> 48 | success=True
[OK] train/episode_000905 | steps 49 -> 48 | success=True
[OK] train/episode_000906 | steps 49 -> 48 | success=True
[OK] train/episode_000907 | steps 49 -> 48 | success=True
[OK] train/episode_000908 | steps 49 -> 48 | success=True
[OK] train/episode_000909 | steps 49 -> 48 | success=True
[OK] train/episode_000910 | steps 49 -> 48 | success=True
[OK] train/episode_000911 | steps 49 -> 48 | success=True
[OK] train/episode_000912 | steps 49 -> 48 | success=True
[OK] train/episode_000917 | steps 49 -> 48 | success=True
[OK] train/episode_000918 | steps 49 -> 48 | success=True
[OK] train/episode_000919 | steps 49 -> 48 | success=True
[OK] train/episode_000920 | steps 49 -> 48 | success=True
[OK] train/episode_000921 | steps 49 -> 48 | success=True
[OK] train/episode_000922 | steps 49 -> 48 | success=True
[OK] train/episode_000923 | steps 49 -> 48 | success=True
[OK] train/episode_000924 | steps 49 -> 48 | success=True
[OK] train/episode_000925 | steps 49 -> 48 | success=True
[OK] train/episode_000926 | steps 49 -> 48 | success=True
[OK] train/episode_000927 | steps 49 -> 48 | success=True
[OK] train/episode_000928 | steps 49 -> 48 | success=True
[OK] train/episode_000929 | steps 49 -> 48 | success=True
[OK] train/episode_000930 | steps 49 -> 48 | success=True
[OK] train/episode_000931 | steps 49 -> 48 | success=True
[OK] train/episode_000932 | steps 49 -> 48 | success=True
[OK] train/episode_000933 | steps 49 -> 48 | success=True
[OK] train/episode_000934 | steps 49 -> 48 | success=True
[OK] train/episode_000935 | steps 49 -> 48 | success=True
[OK] train/episode_000936 | steps 49 -> 48 | success=True
[OK] train/episode_000937 | steps 49 -> 48 | success=True
[OK] train/episode_000938 | steps 49 -> 48 | success=True
[OK] train/episode_000939 | steps 49 -> 48 | success=True
[OK] train/episode_000940 | steps 49 -> 48 | success=True
[OK] train/episode_000945 | steps 49 -> 47 | success=True
[OK] train/episode_000946 | steps 49 -> 48 | success=True
[OK] train/episode_000947 | steps 49 -> 49 | success=True
[OK] train/episode_000948 | steps 49 -> 48 | success=True
[OK] train/episode_000949 | steps 49 -> 48 | success=True
[OK] train/episode_000950 | steps 49 -> 48 | success=True
[OK] train/episode_000951 | steps 49 -> 48 | success=True
[OK] train/episode_000952 | steps 49 -> 48 | success=True
[OK] train/episode_000953 | steps 49 -> 48 | success=True
[OK] train/episode_000954 | steps 49 -> 48 | success=True
[OK] train/episode_000955 | steps 49 -> 48 | success=True
[OK] train/episode_000956 | steps 49 -> 48 | success=True
[OK] train/episode_000957 | steps 49 -> 48 | success=True
[OK] train/episode_000958 | steps 49 -> 48 | success=True
[OK] train/episode_000959 | steps 49 -> 48 | success=True
[OK] train/episode_000960 | steps 49 -> 48 | success=True
[OK] train/episode_000961 | steps 49 -> 48 | success=True
[OK] train/episode_000962 | steps 49 -> 48 | success=True
[OK] train/episode_000963 | steps 49 -> 48 | success=True
[OK] train/episode_000964 | steps 49 -> 48 | success=True
[OK] train/episode_000965 | steps 49 -> 48 | success=True
[OK] train/episode_000966 | steps 49 -> 47 | success=True
[OK] train/episode_000967 | steps 49 -> 48 | success=True
[OK] train/episode_000968 | steps 49 -> 48 | success=True
[OK] train/episode_000969 | steps 49 -> 48 | success=True
[OK] train/episode_000970 | steps 49 -> 48 | success=True
[OK] train/episode_000971 | steps 49 -> 48 | success=True
[OK] train/episode_000972 | steps 49 -> 48 | success=True
[OK] train/episode_000973 | steps 49 -> 48 | success=True
[OK] train/episode_000974 | steps 49 -> 48 | success=True
[OK] train/episode_000975 | steps 49 -> 48 | success=True
[OK] train/episode_000976 | steps 49 -> 48 | success=True
[OK] train/episode_000977 | steps 49 -> 48 | success=True
[OK] train/episode_000978 | steps 49 -> 48 | success=True
[OK] train/episode_000979 | steps 49 -> 48 | success=True
[OK] train/episode_000980 | steps 49 -> 48 | success=True
[OK] train/episode_000981 | steps 49 -> 48 | success=True
[OK] train/episode_000982 | steps 49 -> 48 | success=True
[OK] train/episode_000983 | steps 49 -> 48 | success=True
[OK] train/episode_000984 | steps 49 -> 48 | success=True
[OK] train/episode_000985 | steps 49 -> 48 | success=True
[OK] train/episode_000986 | steps 49 -> 49 | success=True
[OK] train/episode_000987 | steps 49 -> 48 | success=True
[OK] train/episode_000988 | steps 49 -> 48 | success=True
[OK] train/episode_000989 | steps 49 -> 48 | success=True
[OK] train/episode_000990 | steps 49 -> 48 | success=True
[OK] train/episode_000991 | steps 49 -> 48 | success=True
[OK] train/episode_000992 | steps 49 -> 48 | success=True
[OK] train/episode_000993 | steps 49 -> 48 | success=True
[OK] train/episode_000994 | steps 49 -> 48 | success=True
[OK] train/episode_000995 | steps 49 -> 48 | success=True
[OK] train/episode_000996 | steps 49 -> 48 | success=True
[OK] train/episode_000997 | steps 49 -> 48 | success=True
[OK] train/episode_000998 | steps 49 -> 47 | success=True
[OK] train/episode_000999 | steps 49 -> 48 | success=True
[OK] train/episode_001000 | steps 49 -> 48 | success=True
[OK] train/episode_001001 | steps 49 -> 48 | success=True
[OK] train/episode_001002 | steps 49 -> 48 | success=True
[OK] train/episode_001003 | steps 49 -> 48 | success=True
[OK] train/episode_001004 | steps 49 -> 48 | success=True
[OK] train/episode_001005 | steps 49 -> 48 | success=True
[OK] train/episode_001006 | steps 49 -> 48 | success=True
[OK] train/episode_001007 | steps 49 -> 48 | success=True
[OK] train/episode_001008 | steps 49 -> 49 | success=True
[OK] train/episode_001009 | steps 49 -> 48 | success=True
[OK] train/episode_001010 | steps 49 -> 47 | success=True
[OK] train/episode_001011 | steps 49 -> 48 | success=True
[OK] train/episode_001012 | steps 49 -> 48 | success=True
[OK] train/episode_001013 | steps 49 -> 47 | success=True
[OK] train/episode_001014 | steps 49 -> 48 | success=True
[OK] train/episode_001015 | steps 49 -> 48 | success=True
[OK] train/episode_001016 | steps 49 -> 48 | success=True
[OK] train/episode_001017 | steps 49 -> 49 | success=True
[OK] train/episode_001018 | steps 49 -> 48 | success=True
[OK] train/episode_001019 | steps 49 -> 48 | success=True
[OK] train/episode_001020 | steps 49 -> 48 | success=True
[OK] train/episode_001021 | steps 49 -> 48 | success=True
[OK] train/episode_001022 | steps 49 -> 48 | success=True
[OK] train/episode_001023 | steps 49 -> 48 | success=True
[OK] train/episode_001024 | steps 49 -> 48 | success=True
[OK] train/episode_001025 | steps 49 -> 48 | success=True
[OK] train/episode_001026 | steps 49 -> 49 | success=True
[OK] train/episode_001027 | steps 49 -> 48 | success=True
[OK] train/episode_001028 | steps 49 -> 48 | success=True
[OK] train/episode_001029 | steps 49 -> 48 | success=True
[OK] train/episode_001030 | steps 49 -> 46 | success=True
[OK] train/episode_001031 | steps 49 -> 48 | success=True
[OK] train/episode_001032 | steps 49 -> 48 | success=True
[OK] train/episode_001033 | steps 49 -> 48 | success=True
[OK] train/episode_001034 | steps 49 -> 48 | success=True
[OK] train/episode_001035 | steps 49 -> 48 | success=True
[OK] train/episode_001036 | steps 49 -> 48 | success=True
[OK] train/episode_001037 | steps 49 -> 48 | success=True
[OK] train/episode_001038 | steps 49 -> 48 | success=True
[OK] train/episode_001039 | steps 49 -> 47 | success=True
[OK] train/episode_001040 | steps 49 -> 48 | success=True
[OK] train/episode_001041 | steps 49 -> 48 | success=True
[OK] train/episode_001042 | steps 49 -> 49 | success=True
[OK] train/episode_001043 | steps 49 -> 48 | success=True
[OK] train/episode_001044 | steps 49 -> 47 | success=True
[OK] train/episode_001045 | steps 49 -> 47 | success=True
[OK] train/episode_001046 | steps 49 -> 48 | success=True
[OK] train/episode_001047 | steps 49 -> 48 | success=True
[OK] train/episode_001048 | steps 49 -> 48 | success=True
[OK] train/episode_001053 | steps 49 -> 48 | success=True
[OK] train/episode_001054 | steps 49 -> 48 | success=True
[OK] train/episode_001055 | steps 49 -> 48 | success=True
[OK] train/episode_001056 | steps 49 -> 47 | success=True
[OK] train/episode_001057 | steps 49 -> 47 | success=True
[OK] train/episode_001058 | steps 49 -> 49 | success=True
[OK] train/episode_001059 | steps 49 -> 48 | success=True
[OK] train/episode_001060 | steps 49 -> 48 | success=True
[OK] train/episode_001061 | steps 49 -> 48 | success=True
[OK] train/episode_001062 | steps 49 -> 48 | success=True
[OK] train/episode_001063 | steps 49 -> 48 | success=True
[OK] train/episode_001064 | steps 49 -> 48 | success=True
[OK] train/episode_001065 | steps 49 -> 48 | success=True
[OK] train/episode_001066 | steps 49 -> 48 | success=True
[OK] train/episode_001067 | steps 49 -> 48 | success=True
[OK] train/episode_001068 | steps 49 -> 48 | success=True
[OK] train/episode_001069 | steps 49 -> 48 | success=True
[OK] train/episode_001070 | steps 49 -> 47 | success=True
[OK] train/episode_001071 | steps 49 -> 48 | success=True
[OK] train/episode_001072 | steps 49 -> 48 | success=True
[OK] train/episode_001073 | steps 49 -> 48 | success=True
[OK] train/episode_001074 | steps 49 -> 48 | success=True
[OK] train/episode_001075 | steps 49 -> 48 | success=True
[OK] train/episode_001076 | steps 49 -> 48 | success=True
[OK] train/episode_001077 | steps 49 -> 48 | success=True
[OK] train/episode_001078 | steps 49 -> 47 | success=True
[OK] train/episode_001079 | steps 49 -> 48 | success=True
[OK] train/episode_001080 | steps 49 -> 48 | success=True
[OK] train/episode_001081 | steps 49 -> 48 | success=True
[OK] train/episode_001082 | steps 49 -> 48 | success=True
[OK] train/episode_001083 | steps 49 -> 48 | success=True
[OK] train/episode_001084 | steps 49 -> 48 | success=True
[OK] train/episode_001085 | steps 49 -> 48 | success=True
[OK] train/episode_001086 | steps 49 -> 48 | success=True
[OK] train/episode_001087 | steps 49 -> 48 | success=True
[OK] train/episode_001088 | steps 49 -> 48 | success=True
[OK] train/episode_001089 | steps 49 -> 48 | success=True
[OK] train/episode_001090 | steps 49 -> 48 | success=True
[OK] train/episode_001091 | steps 49 -> 48 | success=True
[OK] train/episode_001092 | steps 49 -> 48 | success=True
[OK] train/episode_001093 | steps 49 -> 48 | success=True
[OK] train/episode_001094 | steps 49 -> 48 | success=True
[OK] train/episode_001095 | steps 49 -> 48 | success=True
[OK] train/episode_001096 | steps 49 -> 48 | success=True
[OK] train/episode_001097 | steps 49 -> 48 | success=True
[OK] train/episode_001098 | steps 49 -> 47 | success=True
[OK] train/episode_001099 | steps 49 -> 48 | success=True
[OK] train/episode_001100 | steps 49 -> 48 | success=True
[OK] train/episode_001101 | steps 49 -> 48 | success=True
[OK] train/episode_001102 | steps 49 -> 48 | success=True
